state_ID,year,c02-emission
WV,1996,106.977176
WV,1995,104.345474
WV,1994,105.880546
WV,1993,98.365553
WV,1992,97.283517
WV,1991,95.691016
WV,1990,103.351301
WV,1989,108.628363
WV,1988,106.045388
WV,1987,101.018829
WV,1986,100.763801
WV,1985,101.503889
WV,1984,104.604738
WV,1983,97.161602
WV,1982,95.446129
WV,1981,103.397133
WV,1980,102.235388
MT,2017,30.46831
MT,2016,30.463929
MT,2015,31.940187
MT,2014,31.980429
MT,2013,31.498827
MT,2012,30.128209
MT,2011,31.393408
MT,2010,34.287455
MT,2009,32.337189
MT,2008,35.808866
MT,2007,36.527941
MT,2006,35.044226
MT,2005,34.903708
MT,2004,33.802451
MT,2003,32.217618
MT,2002,29.947253
MT,2001,31.59057
MT,2000,30.405685
MT,1999,30.94455
MT,1998,30.45728
MT,1997,28.866997
MT,1996,26.782621
MT,1995,29.639127
MT,1994,29.983331
MT,1993,27.313834
MT,1992,29.292457
MT,1991,28.175836
MT,1990,26.958458
MT,1989,27.86372
MT,1988,27.332608
MT,1987,22.32542
MT,1986,22.511182
MT,1985,21.251864
MT,1984,19.813415
MT,1983,16.035416
MT,1982,15.567143
MT,1981,17.695882
MT,1980,19.499719
NH,2017,13.465899
NH,2016,13.680766
NH,2015,15.123994
NH,2014,14.937374
NH,2013,14.234132
NH,2012,14.483137
NH,2011,16.149663
NH,2010,16.516008
NH,2009,16.98336
NH,2008,18.668101
NH,2007,19.102591
NH,2006,19.305249
NH,2005,21.173238
NH,2004,21.831396
NH,2003,20.856555
NH,2002,17.558186
NH,2001,16.865991
NH,2000,17.408062
NH,1999,16.734046
NH,1998,16.583764
NH,1997,16.546924
NH,1996,15.291624
NH,1995,15.068882
NH,1994,14.981279
NH,1993,14.919828
NH,1992,14.43101
NH,1991,14.320767
NH,1990,14.705677
NH,1989,15.956256
NH,1988,15.743462
NH,1987,15.278765
NH,1986,14.041118
NH,1985,13.273589
NH,1984,13.080788
NH,1983,11.249699
NH,1982,11.26043
NH,1981,11.554795
NH,1980,12.841353
OH,2017,205.621802
OH,2016,206.407588
OH,2015,212.891632
OH,2014,231.666146
OH,2013,229.60122
OH,2012,215.376323
OH,2011,235.368188
OH,2010,247.141718
OH,2009,234.975715
OH,2008,259.915008
OH,2007,267.265873
OH,2006,263.301664
OH,2005,270.569076
OH,2004,262.395278
OH,2003,267.493765
OH,2002,259.4564
OH,2001,253.167102
OH,2000,263.810496
OH,1999,256.336659
OH,1998,257.195464
OH,1997,258.867004
OH,1996,263.425945
OH,1995,251.012144
OH,1994,248.657665
OH,1993,252.366544
OH,1992,247.668034
OH,1991,243.486157
OH,1990,245.006054
OH,1989,254.660466
OH,1988,254.413685
OH,1987,244.890636
OH,1986,243.012723
OH,1985,241.054875
OH,1984,241.779918
OH,1983,236.369962
OH,1982,247.335596
OH,1981,268.565407
OH,1980,275.674437
NY,2017,157.731884
NY,2016,162.789066
NY,2015,166.811529
NY,2014,168.874569
NY,2013,161.097763
NY,2012,159.462054
NY,2011,163.116861
NY,2010,172.902262
NY,2009,171.098055
NY,2008,186.854338
NY,2007,196.649602
NY,2006,189.926414
NY,2005,208.201005
NY,2004,211.841451
NY,2003,209.774076
NY,2002,199.116718
NY,2001,204.818245
NY,2000,210.476036
NY,1999,204.076694
NY,1998,202.119211
NY,1997,203.798853
NY,1996,199.389731
NY,1995,196.808733
NY,1994,191.247403
NY,1993,193.310897
NY,1992,198.021699
NY,1991,199.580663
NY,1990,207.261696
NY,1989,213.512383
NY,1988,208.526732
NY,1987,200.970679
NY,1986,190.756719
NY,1985,187.790771
NY,1984,183.121695
NY,1983,178.380431
NY,1982,195.909488
NY,1981,205.756666
NY,1980,222.898641
NC,2017,115.76748
NC,2016,120.223562
NC,2015,120.778524
NC,2014,127.166822
NC,2013,124.754022
NC,2012,121.121485
NC,2011,128.448246
NC,2010,142.875166
NC,2009,132.836901
NC,2008,149.094737
NC,2007,154.355358
NC,2006,148.433499
NC,2005,153.883337
NC,2004,149.530963
NC,2003,146.440142
NC,2002,145.139314
NC,2001,143.530685
NC,2000,148.489334
NC,1999,140.46096
NC,1998,141.980728
NC,1997,142.658835
NC,1996,140.29274
NC,1995,128.367468
NC,1994,121.995554
NC,1993,126.773258
NC,1992,121.151134
NC,1991,110.899233
NC,1990,111.067855
NC,1989,114.94421
NC,1988,110.888763
NC,1987,106.744841
NC,1986,111.616968
NC,1985,106.357921
NC,1984,108.371612
NC,1983,106.89275
NC,1982,107.204659
NC,1981,111.154113
NC,1980,111.60547
NJ,2017,101.650229
NJ,2016,110.171776
NJ,2015,111.01751
NJ,2014,112.692649
NJ,2013,106.689646
NJ,2012,103.004757
NJ,2011,113.522949
NJ,2010,113.245133
NJ,2009,108.977391
NJ,2008,126.005889
NJ,2007,128.242545
NJ,2006,120.643554
NJ,2005,127.670688
NJ,2004,122.864205
NJ,2003,120.4382
NJ,2002,119.119815
NJ,2001,119.156094
NJ,2000,121.723896
NJ,1999,121.969848
NJ,1998,118.079785
NJ,1997,122.298396
NJ,1996,120.782973
NJ,1995,121.611401
NJ,1994,122.177885
NJ,1993,112.369479
NJ,1992,115.943239
NJ,1991,109.523428
NJ,1990,108.437564
NJ,1989,120.394861
NJ,1988,115.912498
NJ,1987,117.919288
NJ,1986,113.293277
NJ,1985,111.522718
NJ,1984,116.940455
NJ,1983,110.242459
NJ,1982,109.894979
NJ,1981,108.603356
NJ,1980,112.823295
IA,2017,76.792587
IA,2016,74.539731
IA,2015,77.921521
IA,2014,83.850183
IA,2013,82.819285
IA,2012,81.518444
IA,2011,87.48302
IA,2010,90.551848
IA,2009,86.061126
IA,2008,91.029089
IA,2007,87.263684
IA,2006,82.033778
IA,2005,80.670544
IA,2004,80.574214
IA,2003,78.593493
IA,2002,79.018235
IA,2001,78.325939
IA,2000,79.395008
IA,1999,78.360363
IA,1998,77.266982
IA,1997,73.442971
IA,1996,74.150549
IA,1995,72.226015
IA,1994,68.658163
IA,1993,67.597088
IA,1992,63.523615
IA,1991,64.969537
IA,1990,62.932459
IA,1989,61.715803
IA,1988,61.576074
IA,1987,57.468231
IA,1986,55.952893
IA,1985,57.315966
IA,1984,56.144153
IA,1983,56.033948
IA,1982,57.226911
IA,1981,58.072911
IA,1980,59.006861
MS,2017,67.801279
MS,2016,68.480787
MS,2015,64.900238
MS,2014,63.662419
MS,2013,60.328756
MS,2012,62.050484
MS,2011,60.225452
MS,2010,65.079991
MS,2009,60.255541
MS,2008,64.356156
MS,2007,67.796377
MS,2006,65.679374
MS,2005,63.652103
MS,2004,65.330016
MS,2003,63.882822
MS,2002,62.26547
MS,2001,69.681442
MS,2000,60.951527
MS,1999,61.347716
MS,1998,56.347157
MS,1997,55.414567
MS,1996,54.575026
MS,1995,51.711279
MS,1994,50.298251
MS,1993,50.510748
MS,1992,48.30077
MS,1991,48.31838
MS,1990,48.532362
MS,1989,45.80543
MS,1988,48.967703
MS,1987,45.983698
MS,1986,44.401064
MS,1985,43.459027
MS,1984,44.370904
MS,1983,42.607048
MS,1982,45.281404
MS,1981,45.033439
MS,1980,47.300081
WY,2017,61.015161
WY,2016,60.801386
WY,2015,63.560568
WY,2014,65.481949
WY,2013,68.361649
WY,2012,66.240255
WY,2011,63.954748
WY,2010,65.148526
WY,2009,63.583423
WY,2008,66.814805
WY,2007,66.345656
WY,2006,63.942382
WY,2005,63.119601
WY,2004,63.7743
WY,2003,63.950828
WY,2002,62.003208
WY,2001,63.227419
WY,2000,62.924666
WY,1999,62.022543
WY,1998,63.438571
WY,1997,58.59023
WY,1996,59.258242
WY,1995,57.911779
WY,1994,60.108877
WY,1993,57.923132
WY,1992,60.887646
WY,1991,55.189476
WY,1990,56.873142
WY,1989,52.878389
WY,1988,54.630523
WY,1987,52.458785
WY,1986,42.371628
WY,1985,49.712101
WY,1984,45.601339
WY,1983,41.437032
WY,1982,45.839154
WY,1981,44.234654
WY,1980,40.405175
MD,2017,51.956314
MD,2016,57.723805
MD,2015,59.66171
MD,2014,61.62936
MD,2013,59.696394
MD,2012,60.404331
MD,2011,65.007629
MD,2010,69.699539
MD,2009,71.047926
MD,2008,74.354097
MD,2007,78.163257
MD,2006,77.799702
MD,2005,82.764979
MD,2004,80.616495
MD,2003,79.981103
MD,2002,77.084178
MD,2001,77.071648
MD,2000,77.334226
MD,1999,77.36719
MD,1998,74.886636
MD,1997,72.237293
MD,1996,71.911291
MD,1995,69.782084
MD,1994,70.298949
MD,1993,69.256195
MD,1992,66.807223
MD,1991,69.026449
MD,1990,70.23288
MD,1989,77.044612
MD,1988,73.170905
MD,1987,70.196897
MD,1986,65.955756
MD,1985,64.37568
MD,1984,68.334935
MD,1983,62.271278
MD,1982,60.94078
MD,1981,62.859218
MD,1980,67.648144
WI,2017,98.217587
WI,2016,95.500802
WI,2015,99.705995
WI,2014,100.917239
WI,2013,100.62939
WI,2012,90.023683
WI,2011,97.221495
WI,2010,98.088825
WI,2009,95.681722
WI,2008,104.640077
WI,2007,104.200843
WI,2006,102.427532
WI,2005,110.286703
WI,2004,106.981326
WI,2003,104.61747
WI,2002,106.512311
WI,2001,105.328155
WI,2000,107.443174
WI,1999,105.287142
WI,1998,100.92542
WI,1997,102.986537
WI,1996,100.445306
WI,1995,96.304795
WI,1994,93.373575
WI,1993,90.227213
WI,1992,87.075582
WI,1991,87.988477
WI,1990,85.670682
WI,1989,86.618142
WI,1988,85.950577
WI,1987,81.391113
WI,1986,79.818664
WI,1985,80.309757
WI,1984,80.65166
WI,1983,78.386831
WI,1982,76.844317
WI,1981,77.824196
WI,1980,81.228921
TN,2017,98.260488
TN,2016,102.697836
TN,2015,99.764718
TN,2014,103.489126
TN,2013,98.036222
TN,2012,99.467649
TN,2011,105.878
TN,2010,109.402609
TN,2009,101.811061
TN,2008,120.318667
TN,2007,126.792535
TN,2006,126.998173
TN,2005,124.983846
TN,2004,123.523225
TN,2003,122.198466
TN,2002,123.856538
TN,2001,124.497325
TN,2000,126.663964
TN,1999,120.777641
TN,1998,120.167407
TN,1997,121.671455
TN,1996,118.290327
TN,1995,117.552423
TN,1994,110.68021
TN,1993,116.101868
TN,1992,105.272712
TN,1991,99.900923
TN,1990,104.427543
TN,1989,101.5716
TN,1988,104.807879
TN,1987,101.975464
TN,1986,103.104479
TN,1985,101.595277
TN,1984,97.085468
TN,1983,93.412175
TN,1982,86.42362
TN,1981,97.089877
TN,1980,99.210677
MA,2017,63.704821
MA,2016,63.718062
MA,2015,65.288834
MA,2014,63.445481
MA,2013,65.23843
MA,2012,61.383681
MA,2011,67.65052
MA,2010,71.432498
MA,2009,69.928085
MA,2008,76.357882
MA,2007,79.53169
MA,2006,76.145213
MA,2005,84.018595
MA,2004,82.407139
MA,2003,84.14073
MA,2002,82.778646
MA,2001,81.940702
MA,2000,82.053333
MA,1999,80.970191
MA,1998,83.3834
MA,1997,85.371505
MA,1996,79.282528
MA,1995,78.603552
MA,1994,81.330692
MA,1993,81.195257
MA,1992,84.087573
MA,1991,82.222721
MA,1990,83.475415
MA,1989,89.518901
MA,1988,85.790504
MA,1987,86.025385
MA,1986,85.495764
MA,1985,79.881926
MA,1984,80.669055
MA,1983,73.863516
MA,1982,76.92389
MA,1981,74.233801
MA,1980,78.449581
UT,2017,58.523249
UT,2016,58.678955
UT,2015,63.479515
UT,2014,65.113996
UT,2013,66.740016
UT,2012,61.38695
UT,2011,64.088852
UT,2010,63.64035
UT,2009,64.377921
UT,2008,69.179182
UT,2007,70.000476
UT,2006,68.009602
UT,2005,66.757166
UT,2004,65.13459
UT,2003,62.769313
UT,2002,61.947653
UT,2001,62.658214
UT,2000,64.778307
UT,1999,61.953287
UT,1998,63.058131
UT,1997,60.67015
UT,1996,58.583702
UT,1995,57.799789
UT,1994,57.449017
UT,1993,56.407647
UT,1992,54.638804
UT,1991,53.073899
UT,1990,54.185524
UT,1989,51.618658
UT,1988,50.986593
UT,1987,43.866828
UT,1986,35.271344
UT,1985,36.360506
UT,1984,35.343074
UT,1983,33.061891
UT,1982,31.765087
UT,1981,33.235573
UT,1980,35.460655
OK,2017,93.311251
OK,2016,96.537056
OK,2015,100.484498
OK,2014,104.338104
OK,2013,102.996938
OK,2012,104.194496
OK,2011,107.02284
OK,2010,105.296696
OK,2009,105.591851
OK,2008,111.343644
OK,2007,108.62426
OK,2006,109.251692
OK,2005,106.005304
OK,2004,98.990814
OK,2003,103.121027
OK,2002,100.883266
OK,2001,100.634155
OK,2000,99.221822
OK,1999,96.062592
OK,1998,96.60701
OK,1997,98.2154
OK,1996,96.863901
OK,1995,94.338903
OK,1994,93.399962
OK,1993,94.824361
OK,1992,91.795641
OK,1991,88.879171
OK,1990,87.45825
OK,1989,86.625262
OK,1988,85.141524
OK,1987,82.032106
OK,1986,77.16713
OK,1985,83.791556
OK,1984,86.880182
OK,1983,84.673063
OK,1982,84.255736
OK,1981,79.40719
OK,1980,76.452317
KY,2017,114.336598
KY,2016,123.701117
KY,2015,128.458404
KY,2014,137.875144
KY,2013,136.493525
KY,2012,137.015203
KY,2011,148.390967
KY,2010,149.489442
KY,2009,140.035791
KY,2008,150.440102
KY,2007,152.765883
KY,2006,152.183429
KY,2005,149.968705
KY,2004,147.583663
KY,2003,142.378629
KY,2002,146.107222
KY,2001,145.415078
KY,2000,143.804497
KY,1999,142.624788
KY,1998,138.437561
KY,1997,141.103211
KY,1996,136.714231
KY,1995,135.522078
KY,1994,129.993521
KY,1993,132.081668
KY,1992,120.988761
KY,1991,118.117754
KY,1990,117.8746
KY,1989,115.820556
KY,1988,119.338295
KY,1987,109.257697
KY,1986,107.941418
KY,1985,105.151863
KY,1984,102.488739
KY,1983,98.363746
KY,1982,96.098354
KY,1981,100.365901
KY,1980,102.196635
MO,2017,123.203186
MO,2016,117.67606
MO,2015,122.427498
MO,2014,131.729336
MO,2013,132.035222
MO,2012,126.488803
MO,2011,134.240502
MO,2010,133.5978
MO,2009,129.542957
MO,2008,135.214719
MO,2007,138.484971
MO,2006,139.31723
MO,2005,141.151858
MO,2004,138.084277
MO,2003,137.648468
MO,2002,130.687423
MO,2001,129.589868
MO,2000,124.849338
MO,1999,129.554076
MO,1998,129.048968
MO,1997,124.889873
MO,1996,121.230698
MO,1995,115.043582
MO,1994,107.735475
MO,1993,100.309797
MO,1992,101.788136
MO,1991,102.505762
MO,1990,102.256732
MO,1989,104.546497
MO,1988,104.028926
MO,1987,100.052089
MO,1986,97.752739
MO,1985,99.887624
MO,1984,105.348236
MO,1983,102.001969
MO,1982,100.225617
MO,1981,100.665001
MO,1980,103.736825
ND,2017,56.526802
ND,2016,54.634133
ND,2015,57.610697
ND,2014,58.958562
ND,2013,56.938593
ND,2012,56.30797
ND,2011,53.920265
ND,2010,52.459248
ND,2009,51.630562
ND,2008,53.092626
ND,2007,52.70119
ND,2006,50.892526
ND,2005,52.589879
ND,2004,49.642127
ND,2003,51.183376
ND,2002,51.522659
ND,2001,51.822463
ND,2000,50.916068
ND,1999,49.546387
ND,1998,48.479471
ND,1997,47.28593
ND,1996,48.66921
ND,1995,47.812218
ND,1994,47.878972
ND,1993,47.563411
ND,1992,47.297794
ND,1991,45.593408
ND,1990,44.606802
ND,1989,43.451732
ND,1988,43.730721
ND,1987,38.857177
ND,1986,38.286016
ND,1985,37.606193
ND,1984,33.793358
ND,1983,29.584281
ND,1982,28.338714
ND,1981,26.404181
ND,1980,24.923582
VT,2017,5.833906
VT,2016,5.917026
VT,2015,6.125115
VT,2014,5.867586
VT,2013,5.720077
VT,2012,5.430809
VT,2011,5.782272
VT,2010,5.854555
VT,2009,6.132742
VT,2008,5.901652
VT,2007,6.46825
VT,2006,6.637747
VT,2005,6.760159
VT,2004,6.980488
VT,2003,6.558546
VT,2002,6.311999
VT,2001,6.572989
VT,2000,6.702192
VT,1999,6.458017
VT,1998,6.211476
VT,1997,6.448633
VT,1996,6.247743
VT,1995,5.963806
VT,1994,5.992375
VT,1993,6.168787
VT,1992,6.10795
VT,1991,5.65081
VT,1990,5.4678
VT,1989,5.630757
VT,1988,5.716281
VT,1987,5.451952
VT,1986,5.057867
VT,1985,5.167453
VT,1984,4.967614
VT,1983,4.426615
VT,1982,4.075693
VT,1981,4.474153
VT,1980,4.62858
PA,2017,216.650887
PA,2016,216.636771
PA,2015,229.691958
PA,2014,245.894238
PA,2013,246.092075
PA,2012,236.353959
PA,2011,247.126263
PA,2010,254.419583
PA,2009,242.40798
PA,2008,267.457907
PA,2007,275.63238
PA,2006,272.685669
PA,2005,278.383794
PA,2004,275.07569
PA,2003,272.528804
PA,2002,268.674417
PA,2001,261.820455
PA,2000,274.717685
PA,1999,261.777871
PA,1998,263.228238
PA,1997,274.392443
PA,1996,273.213865
PA,1995,267.327598
PA,1994,264.861844
PA,1993,267.549438
PA,1992,263.547867
PA,1991,255.247898
PA,1990,262.745549
PA,1989,269.799881
PA,1988,266.645812
PA,1987,254.600381
PA,1986,243.496646
PA,1985,249.082134
PA,1984,260.941702
PA,1983,243.605477
PA,1982,239.22793
PA,1981,270.29875
PA,1980,292.714887
SD,2017,14.570327
SD,2016,14.902223
SD,2015,14.19255
SD,2014,15.438926
SD,2013,15.392433
SD,2012,14.951726
SD,2011,14.580747
SD,2010,15.049625
SD,2009,14.703522
SD,2008,14.948079
SD,2007,13.846187
SD,2006,13.336851
SD,2005,13.244278
SD,2004,13.742021
SD,2003,13.672426
SD,2002,13.760417
SD,2001,13.425823
SD,2000,14.124599
SD,1999,13.398048
SD,1998,12.775228
SD,1997,13.210638
SD,1996,12.713368
SD,1995,12.737635
SD,1994,12.941928
SD,1993,12.301092
SD,1992,11.625683
SD,1991,11.524178
SD,1990,11.838003
SD,1989,11.758003
SD,1988,11.397996
SD,1987,9.378029
SD,1986,10.590652
SD,1985,10.964603
SD,1984,10.727365
SD,1983,10.355537
SD,1982,11.339159
SD,1981,10.815244
SD,1980,11.521515
MI,2017,152.719156
MI,2016,151.381096
MI,2015,161.441761
MI,2014,161.227845
MI,2013,161.246653
MI,2012,152.494639
MI,2011,159.263905
MI,2010,164.508287
MI,2009,163.747082
MI,2008,174.780052
MI,2007,181.069296
MI,2006,178.848661
MI,2005,189.985789
MI,2004,187.719658
MI,2003,185.529124
MI,2002,188.600407
MI,2001,189.306638
MI,2000,193.386985
MI,1999,198.367071
MI,1998,190.227097
MI,1997,191.130332
MI,1996,193.909458
MI,1995,188.573743
MI,1994,185.66756
MI,1993,177.956446
MI,1992,177.779651
MI,1991,179.021984
MI,1990,180.478485
MI,1989,177.448686
MI,1988,180.275917
MI,1987,173.323246
MI,1986,169.691545
MI,1985,166.312734
MI,1984,161.437213
MI,1983,154.316992
MI,1982,157.553175
MI,1981,169.095587
MI,1980,178.869721
OR,2017,38.568782
OR,2016,37.737165
OR,2015,37.910437
OR,2014,37.828612
OR,2013,38.911898
OR,2012,36.692587
OR,2011,36.989706
OR,2010,40.452219
OR,2009,40.621649
OR,2008,42.538984
OR,2007,43.525169
OR,2006,40.082651
OR,2005,40.866609
OR,2004,40.46232
OR,2003,39.439068
OR,2002,38.957147
OR,2001,40.499524
OR,2000,40.710798
OR,1999,41.878459
OR,1998,40.864801
OR,1997,35.662365
OR,1996,35.97269
OR,1995,33.907334
OR,1994,36.535719
OR,1993,34.9589
OR,1992,34.651757
OR,1991,33.863758
OR,1990,30.051344
OR,1989,29.815423
OR,1988,28.617177
OR,1987,26.755801
OR,1986,25.854378
OR,1985,26.621483
OR,1984,27.04241
OR,1983,25.39891
OR,1982,28.448486
OR,1981,28.98911
OR,1980,27.856692
TX,2017,710.994283
TX,2016,695.363753
TX,2015,693.100945
TX,2014,693.485215
TX,2013,696.845756
TX,2012,662.002423
TX,2011,666.708188
TX,2010,648.818958
TX,2009,611.110086
TX,2008,643.6987
TX,2007,680.293173
TX,2006,686.193021
TX,2005,686.028358
TX,2004,715.409616
TX,2003,712.033853
TX,2002,717.958665
TX,2001,705.039462
TX,2000,714.332327
TX,1999,693.956117
TX,1998,716.991484
TX,1997,704.01271
TX,1996,679.397674
TX,1995,633.228237
TX,1994,628.861498
TX,1993,624.249279
TX,1992,608.695374
TX,1991,603.07872
TX,1990,606.617984
TX,1989,600.652761
TX,1988,579.356708
TX,1987,544.621829
TX,1986,537.333321
TX,1985,536.04165
TX,1984,532.681982
TX,1983,509.785923
TX,1982,513.848623
TX,1981,553.439871
TX,1980,561.224146
NM,2017,49.005391
NM,2016,48.322583
NM,2015,50.205522
NM,2014,50.072707
NM,2013,53.109548
NM,2012,53.525993
NM,2011,55.550595
NM,2010,53.139968
NM,2009,57.162309
NM,2008,56.290718
NM,2007,58.833681
NM,2006,59.653751
NM,2005,59.014213
NM,2004,58.392189
NM,2003,57.345917
NM,2002,55.111497
NM,2001,58.056871
NM,2000,57.861315
NM,1999,56.123096
NM,1998,55.134739
NM,1997,55.617841
NM,1996,52.30385
NM,1995,50.747656
NM,1994,52.169745
NM,1993,52.222363
NM,1992,51.496495
NM,1991,48.978143
NM,1990,53.138659
NM,1989,49.960544
NM,1988,47.490585
NM,1987,45.793259
NM,1986,42.594284
NM,1985,46.130705
NM,1984,45.793139
NM,1983,48.332684
NM,1982,44.794169
NM,1981,43.626061
NM,1980,44.610356